state,race,gender,age_bin,year,population
GA,Native American/Alaskan,Female,85+,2012,374
GA,Native American/Alaskan,Female,85+,2013,415
GA,Native American/Alaskan,Female,85+,2014,458
GA,Native American/Alaskan,Female,85+,2015,512
GA,Native American/Alaskan,Female,85+,2016,548
GA,Native American/Alaskan,Female,85+,2017,593
GA,Native American/Alaskan,Female,85+,2018,656
GA,Native American/Alaskan,Female,85+,2019,711
GA,Native American/Alaskan,Female,85+,2020,758
HI,African-American/Black,Male,0-14,2010,5111
HI,African-American/Black,Male,0-14,2011,5299
HI,African-American/Black,Male,0-14,2012,5480
HI,African-American/Black,Male,0-14,2013,5513
HI,African-American/Black,Male,0-14,2014,5468
HI,African-American/Black,Male,0-14,2015,5471
HI,African-American/Black,Male,0-14,2016,5586
HI,African-American/Black,Male,0-14,2017,5642
HI,African-American/Black,Male,0-14,2018,5625
HI,African-American/Black,Male,0-14,2019,5509
HI,African-American/Black,Male,0-14,2020,5434
HI,African-American/Black,Male,15-24,2010,4003
HI,African-American/Black,Male,15-24,2011,4206
HI,African-American/Black,Male,15-24,2012,4442
HI,African-American/Black,Male,15-24,2013,4659
HI,African-American/Black,Male,15-24,2014,4770
HI,African-American/Black,Male,15-24,2015,5037
HI,African-American/Black,Male,15-24,2016,5046
HI,African-American/Black,Male,15-24,2017,4763
HI,African-American/Black,Male,15-24,2018,4596
HI,African-American/Black,Male,15-24,2019,4594
HI,African-American/Black,Male,15-24,2020,4454
HI,African-American/Black,Male,25-34,2010,3932
HI,African-American/Black,Male,25-34,2011,4119
HI,African-American/Black,Male,25-34,2012,4469
HI,African-American/Black,Male,25-34,2013,4641
HI,African-American/Black,Male,25-34,2014,4878
HI,African-American/Black,Male,25-34,2015,5177
HI,African-American/Black,Male,25-34,2016,5485
HI,African-American/Black,Male,25-34,2017,5617
HI,African-American/Black,Male,25-34,2018,5752
HI,African-American/Black,Male,25-34,2019,5693
HI,African-American/Black,Male,25-34,2020,5729
HI,African-American/Black,Male,35-54,2010,5220
HI,African-American/Black,Male,35-54,2011,5477
HI,African-American/Black,Male,35-54,2012,5631
HI,African-American/Black,Male,35-54,2013,5716
HI,African-American/Black,Male,35-54,2014,5848
HI,African-American/Black,Male,35-54,2015,5902
HI,African-American/Black,Male,35-54,2016,5923
HI,African-American/Black,Male,35-54,2017,5962
HI,African-American/Black,Male,35-54,2018,6003
HI,African-American/Black,Male,35-54,2019,6062
HI,African-American/Black,Male,35-54,2020,6098
HI,African-American/Black,Male,55-84,2010,2034
HI,African-American/Black,Male,55-84,2011,2144
HI,African-American/Black,Male,55-84,2012,2272
HI,African-American/Black,Male,55-84,2013,2386
HI,African-American/Black,Male,55-84,2014,2598
HI,African-American/Black,Male,55-84,2015,2716
HI,African-American/Black,Male,55-84,2016,2842
HI,African-American/Black,Male,55-84,2017,2993
HI,African-American/Black,Male,55-84,2018,3097
HI,African-American/Black,Male,55-84,2019,3195
HI,African-American/Black,Male,55-84,2020,3264
HI,African-American/Black,Male,85+,2010,52
HI,African-American/Black,Male,85+,2011,62
HI,African-American/Black,Male,85+,2012,72
HI,African-American/Black,Male,85+,2013,79
HI,African-American/Black,Male,85+,2014,91
HI,African-American/Black,Male,85+,2015,104
HI,African-American/Black,Male,85+,2016,105
HI,African-American/Black,Male,85+,2017,119
HI,African-American/Black,Male,85+,2018,128
HI,African-American/Black,Male,85+,2019,134
HI,African-American/Black,Male,85+,2020,127
HI,African-American/Black,Female,0-14,2010,4881
HI,African-American/Black,Female,0-14,2011,5126
HI,African-American/Black,Female,0-14,2012,5168
HI,African-American/Black,Female,0-14,2013,5216
HI,African-American/Black,Female,0-14,2014,5212
HI,African-American/Black,Female,0-14,2015,5247
HI,African-American/Black,Female,0-14,2016,5258
HI,African-American/Black,Female,0-14,2017,5263
HI,African-American/Black,Female,0-14,2018,5324
HI,African-American/Black,Female,0-14,2019,5289
HI,African-American/Black,Female,0-14,2020,5272
HI,African-American/Black,Female,15-24,2010,2714
HI,African-American/Black,Female,15-24,2011,2971
HI,African-American/Black,Female,15-24,2012,3017
HI,African-American/Black,Female,15-24,2013,3112
HI,African-American/Black,Female,15-24,2014,3127
HI,African-American/Black,Female,15-24,2015,3190
HI,African-American/Black,Female,15-24,2016,3219
HI,African-American/Black,Female,15-24,2017,3160
HI,African-American/Black,Female,15-24,2018,3090
HI,African-American/Black,Female,15-24,2019,3061
HI,African-American/Black,Female,15-24,2020,3005
HI,African-American/Black,Female,25-34,2010,2515
HI,African-American/Black,Female,25-34,2011,2675
HI,African-American/Black,Female,25-34,2012,2889
HI,African-American/Black,Female,25-34,2013,3040
HI,African-American/Black,Female,25-34,2014,3198
HI,African-American/Black,Female,25-34,2015,3393
HI,African-American/Black,Female,25-34,2016,3559
HI,African-American/Black,Female,25-34,2017,3593
HI,African-American/Black,Female,25-34,2018,3640
HI,African-American/Black,Female,25-34,2019,3686
HI,African-American/Black,Female,25-34,2020,3568
HI,African-American/Black,Female,35-54,2010,2946
HI,African-American/Black,Female,35-54,2011,3115
HI,African-American/Black,Female,35-54,2012,3216
HI,African-American/Black,Female,35-54,2013,3251
HI,African-American/Black,Female,35-54,2014,3268
HI,African-American/Black,Female,35-54,2015,3357
HI,African-American/Black,Female,35-54,2016,3440
HI,African-American/Black,Female,35-54,2017,3545
HI,African-American/Black,Female,35-54,2018,3624
HI,African-American/Black,Female,35-54,2019,3666
HI,African-American/Black,Female,35-54,2020,3651
HI,African-American/Black,Female,55-84,2010,1227
HI,African-American/Black,Female,55-84,2011,1271
HI,African-American/Black,Female,55-84,2012,1393
HI,African-American/Black,Female,55-84,2013,1466
HI,African-American/Black,Female,55-84,2014,1563
HI,African-American/Black,Female,55-84,2015,1633
HI,African-American/Black,Female,55-84,2016,1750
HI,African-American/Black,Female,55-84,2017,1841
HI,African-American/Black,Female,55-84,2018,1928
HI,African-American/Black,Female,55-84,2019,1987
HI,African-American/Black,Female,55-84,2020,1998
HI,African-American/Black,Female,85+,2010,51
HI,African-American/Black,Female,85+,2011,59
HI,African-American/Black,Female,85+,2012,67
HI,African-American/Black,Female,85+,2013,77
HI,African-American/Black,Female,85+,2014,85
HI,African-American/Black,Female,85+,2015,91
HI,African-American/Black,Female,85+,2016,93
HI,African-American/Black,Female,85+,2017,101
HI,African-American/Black,Female,85+,2018,105
HI,African-American/Black,Female,85+,2019,109
HI,African-American/Black,Female,85+,2020,118
HI,Asian/Pacific Islander,Male,0-14,2010,112208
HI,Asian/Pacific Islander,Male,0-14,2011,112279
HI,Asian/Pacific Islander,Male,0-14,2012,112484
HI,Asian/Pacific Islander,Male,0-14,2013,112279
HI,Asian/Pacific Islander,Male,0-14,2014,111372
HI,Asian/Pacific Islander,Male,0-14,2015,110590
HI,Asian/Pacific Islander,Male,0-14,2016,109796
HI,Asian/Pacific Islander,Male,0-14,2017,109102
HI,Asian/Pacific Islander,Male,0-14,2018,107771
HI,Asian/Pacific Islander,Male,0-14,2019,106176
HI,Asian/Pacific Islander,Male,0-14,2020,105057
HI,Asian/Pacific Islander,Male,15-24,2010,73186
HI,Asian/Pacific Islander,Male,15-24,2011,73187
HI,Asian/Pacific Islander,Male,15-24,2012,72625
HI,Asian/Pacific Islander,Male,15-24,2013,71998
HI,Asian/Pacific Islander,Male,15-24,2014,71065
HI,Asian/Pacific Islander,Male,15-24,2015,69882
HI,Asian/Pacific Islander,Male,15-24,2016,68079
HI,Asian/Pacific Islander,Male,15-24,2017,66350
HI,Asian/Pacific Islander,Male,15-24,2018,65347
HI,Asian/Pacific Islander,Male,15-24,2019,64275
HI,Asian/Pacific Islander,Male,15-24,2020,63357
